restaurant_name,email,website,source,yelp_rating,yelp_review_count,yelp_price,yelp_categories,yelp_phone,yelp_address,yelp_url
The High Hat Cafe,highhatcafe@gmail.com,http://highhatcafe.com/,original,4.1,709.0,$$,"Southern, Soul Food, Burgers",(504) 754-1336,"4500 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/high-hat-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Compère Lapin,lyndie.penland@comperelapin.com,http://comperelapin.com/,original,4.3,1074.0,$$$,"Caribbean, French, New American",(504) 599-2119,"535 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/comp%C3%A8re-lapin-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Copper Vine Restaurant,info@coppervinewine.com,https://www.coppervine.com/,original,4.3,729.0,$$,"Wine Bars, Pubs, Venues & Event Spaces",(504) 208-9535,"1002 Poydras St, New Orleans, LA, 70112",https://www.yelp.com/biz/copper-vine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mahony's Po-boys,catering@mahonyspoboys.com,http://www.mahonyspoboys.com/,original,3.7,813.0,$$,"Cajun/Creole, Seafood, Bars",(504) 766-6697,"3454 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/mahonys-po-boys-and-seafood-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
New Orleans Vampire Cafe,nolavampirecafe@gmail.com,https://nolavampirecafe.com/,original,3.9,695.0,$$,"Cafes, Southern, Cocktail Bars",(504) 581-0801,"801 Royal St, New Orleans, LA, 70116",https://www.yelp.com/biz/the-new-orleans-vampire-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Buffa's Bar & Restaurant,music@buffasbar.com,https://www.buffasbar.com/,original,3.9,560.0,$$,"Burgers, Breakfast & Brunch, Chicken Wings",(504) 949-0038,"1001 Esplanade Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/buffas-restaurant-and-lounge-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Tito's Ceviche & Pisco,info@titoscevichepisco.com,https://titoscevichepisco.com/,original,4.6,114.0,,"Peruvian, Latin American, Seafood",(504) 354-1342,"1433 Saint Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/titos-ceviche-and-pisco-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Desire Oyster Bar,jazzplayhouse@sonesta.com,http://www.sonesta.com/DesireOysterBar,original,4.0,1364.0,$$,"Seafood, Cajun/Creole, Southern",(504) 553-2281,"300 Bourbon St, New Orleans, LA, 70130",https://www.yelp.com/biz/desire-oyster-bar-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Majoria's Commerce Restaurant,majoriascommercerestaurant@gmail.com,http://commercerest.com/,original,4.5,1093.0,$$,"Sandwiches, Diners, Breakfast & Brunch",(504) 561-9239,"300 Camp St, New Orleans, LA, 70130",https://www.yelp.com/biz/majorias-commerce-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Blazin' Hot Chicken - Fast Food Restaurant,eatbhcnow@gmail.com,https://blazinhotchicken.com/,original,3.9,18.0,,Chicken Shop,(504) 393-2595,"2323 Canal St, New Orleans, LA, 70119",https://www.yelp.com/biz/blazin-hot-chicken-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Gris-Gris,events@grisgrisnola.com,http://grisgrisnola.com/,original,4.2,970.0,$$,"Cajun/Creole, Southern",(504) 272-0241,"1800 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/gris-gris-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Tujague's,info@tujagues.com,http://www.tujaguesrestaurant.com/,original,3.5,856.0,$$$,"Cajun/Creole, Bars, Breakfast & Brunch",(504) 525-8676,"429  Decatur St, New Orleans, LA, 70130",https://www.yelp.com/biz/tujagues-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Sneaky Pickle & Bar Brine,info@yousneakypickle.com,http://yousneakypickle.com/,original,4.5,433.0,$$,New American,(504) 218-5651,"3200 Burgundy St, New Orleans, LA, 70117",https://www.yelp.com/biz/sneaky-pickle-bar-brine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Daily Beet,info@thedailybeetnola.com,http://www.thedailybeetnola.com/,original,4.6,341.0,$$,"Juice Bars & Smoothies, Breakfast & Brunch, Vegetarian",(504) 605-4413,"1000 Girod St, New Orleans, LA, 70113",https://www.yelp.com/biz/the-daily-beet-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Company Burger,info@thecompanyburger.com,http://www.thecompanyburger.com/,original,4.0,856.0,$$,"Burgers, Fast Food",(504) 267-0320,"4600 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/the-company-burger-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cajun Seafood,downtown@cajunseafoodnola.com,http://cajunseafoodnola.com/main/inside.php?page=locations,original,4.2,1189.0,$$,"Cajun/Creole, French, Seafood",(504) 948-6000,"1479 N Claiborne Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/cajun-seafood-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Lula Restaurant Distillery,info@lulanola.com,https://www.lulanola.com/,original,4.2,987.0,$$,"Southern, Cajun/Creole, Distilleries",(504) 267-7624,"1532 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/lula-restaurant-distillery-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cafe Amelie,info@cafeamelie.com,http://www.cafeamelie.com/,original,4.3,3288.0,$$,"Breakfast & Brunch, Cafes, Cocktail Bars",(504) 412-8065,"900 Royal St, New Orleans, LA, 70116",https://www.yelp.com/biz/caf%C3%A9-amelie-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Beachbum Berry's Latitude 29,info@latitude29nola.com,http://latitude29nola.com/,original,4.1,592.0,$$,"Hawaiian, Tiki Bars",(504) 609-3811,"321 N Peters St, New Orleans, LA, 70130",https://www.yelp.com/biz/beachbum-berrys-latitude-29-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Frankie & Johnny's,info@frankieandjohnnys.net,https://www.frankieandjohnnys.com/,original,3.9,451.0,$$,"Bars, Seafood",(504) 243-1234,"321 Arabella St New, New Orleans, LA, 70115",https://www.yelp.com/biz/frankie-and-johnnys-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vincent's Italian Cuisine,vcatal1@gmail.com,http://www.vincentsitaliancuisine.com/,original,4.4,904.0,$$,Italian,(504) 866-9313,"7839 Saint Charles Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/vincents-italian-cuisine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Maypop,info@maypopnola.com,http://maypopnola.com/,original,4.4,806.0,$$$,"New American, Asian Fusion, Bars",(504) 518-6345,"611 O'Keefe St, New Orleans, LA, 70113",https://www.yelp.com/biz/maypop-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Heard Dat Kitchen,hdatkitchen@gmail.com,http://www.hearddatkitchen.com/,original,4.7,764.0,$$,"Cajun/Creole, Seafood, Soul Food",(504) 510-4248,"2520 Felicity St, New Orleans, LA, 70113",https://www.yelp.com/biz/heard-dat-kitchen-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
B Sweet Bistro & Bakery,info@bsweetorelse.com,https://www.bsweetorelse.com/,original,4.3,2669.0,$$,"Bakeries, Breakfast & Brunch, Southern",(504) 509-7334,"611 O'Keefe Ave, New Orleans, LA, 70113",https://www.yelp.com/biz/willa-jean-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Barracuda Taco Stand,bsl@eatbarracuda.com,https://www.eatbarracuda.com/?y_source=1_MTAwNDcxMjIyNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,original,4.5,357.0,$$,Tacos,(504) 266-2961,"3984 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/barracuda-taco-stand-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Fiery Crab Seafood Restaurant And Bar,management@fierycrab.com,http://www.fierycrab.com/,original,3.7,397.0,$$,"Seafood, Bars",(504) 766-0089,"925 Common St, New Orleans, LA, 70112",https://www.yelp.com/biz/fiery-crab-seafood-restaurant-and-bar-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
1000 Figs,hello@1000figs.com,http://www.1000figs.com/,original,4.6,451.0,$$,"Falafel, Middle Eastern, Vegetarian",(504) 301-0848,"3141 Ponce De Leon St, New Orleans, LA, 70119",https://www.yelp.com/biz/1000-figs-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
K-Paul's Louisiana Kitchen,dsartor@kpauls.com,http://www.kpauls.com/,original,4.4,2881.0,$$$,Cajun/Creole,(504) 861-0886,"8324 Oak St, New Orleans, LA, 70118",https://www.yelp.com/biz/jacques-imos-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Broussard's Restaurant & Courtyard,smudawa@broussards.com,https://broussards.com/,original,4.0,943.0,$$$,"Seafood, French, Venues & Event Spaces",(504) 581-3866,"819 Conti St, New Orleans, LA, 70112",https://www.yelp.com/biz/broussards-restaurant-and-courtyard-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Brigtsen's Restaurant,marko.starman@brigtsens.com,http://www.brigtsens.com/,original,4.5,487.0,$$$,"Cajun/Creole, Southern",(504) 861-7610,"723 Dante St, New Orleans, LA, 70118",https://www.yelp.com/biz/brigtsens-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
G's Pizza,gspizzanola@gmail.com,http://gspizzanola.com/,original,3.9,410.0,$$,"Gluten-Free, Vegan, Wine Bars",(504) 483-6464,"4840 Bienville St, New Orleans, LA, 70119",https://www.yelp.com/biz/gs-pizza-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Blaze Pizza,info@blazepizza.com,https://locations.blazepizza.com/la/new-orleans/5001-freret-st?utm_source=gmb&utm_medium=yext,original,4.7,203.0,$$,Pizza,(504) 766-6056,"3914 Baronne St, New Orleans, LA, 70115",https://www.yelp.com/biz/zee-s-pizzeria-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Arnaud's New Orleans,cpavlick@deveney.com,http://www.arnaudsrestaurant.com/,original,3.8,1161.0,$$$,"Cajun/Creole, Breakfast & Brunch, Cocktail Bars",(866) 230-8895,"813 Bienville St, New Orleans, LA, 70112",https://www.yelp.com/biz/arnauds-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Addis Nola,addisnola@gmail.com,https://www.addisnola.com/,original,4.7,311.0,$$,"Ethiopian, Comfort Food",(504) 218-5321,"2514 Bayou Rd, New Orleans, LA, 70119",https://www.yelp.com/biz/addis-nola-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Breads On Oak,info@breadsonoak.com,http://www.breadsonoak.com/,original,4.5,175.0,$$,"Bakeries, Cafes, Breakfast & Brunch",(504) 841-9432,"222 Carondelet St, New Orleans, LA, 70130",https://www.yelp.com/biz/breads-on-oak-cafe-and-bakery-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Sofia,sofiaserves@sofianola.com,https://www.sofianola.com/,original,4.4,627.0,$$,"Italian, Venues & Event Spaces",(504) 322-3216,"516 Julia St, New Orleans, LA, 70130",https://www.yelp.com/biz/sofia-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Galliano Restaurant,gallrest@gmail.com,http://www.gallianorestaurant.com/,original,4.2,903.0,$$$,"Southern, Cajun/Creole",(504) 218-5753,"200 Julia St, New Orleans, LA, 70130",https://www.yelp.com/biz/galliano-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Magazine Pizza,eat@magazinepizza.com,http://magazinepizzanola.com/,original,3.8,797.0,$$,"Pizza, Sandwiches",(504) 568-0212,"1068 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/magazine-pizza-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Meals From the Heart Cafe,jayd@mealsfromtheheartcafe.com,https://mealsfromtheheartcafe.com/,original,4.5,947.0,$$,"Breakfast & Brunch, New American",(504) 525-1953,"1100 N Peters St, New Orleans, LA, 70116",https://www.yelp.com/biz/meals-from-the-heart-cafe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Pascal's Manale by Dickie Brennan & Co.,carmenpro23@gmail.com,https://www.pascalsmanalerestaurant.com/,original,3.3,6.0,$$$$,Steakhouses,(504) 521-8313,"605 Canal St, New Orleans, LA, 70130",https://www.yelp.com/biz/brennan-dickie-and-co-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
SukhoThai,john@bluelightmarketingroup.com,http://www.sukhothai-nola.com/,original,4.1,483.0,$$,"Thai, Desserts, Salad",(504) 948-9309,"2200 Royal St, New Orleans, LA, 70117",https://www.yelp.com/biz/sukho-thai-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Dian Xin,bamboohouse620@gmail.com,http://www.dianxinnola.com/,original,4.4,656.0,$$,"Dim Sum, Noodles",(504) 266-2828,"1218 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/dian-xin-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Krystal,shavenmfsf02@gmail.com,https://locations.krystal.com/la/new-orleans/116-bourbon-street,original,3.0,289.0,$,"Fast Food, Burgers, Breakfast & Brunch",(504) 523-4030,"116 Bourbon St, New Orleans, LA, 70130",https://www.yelp.com/biz/krystal-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
B Spot,info@bspotnola.com,http://bspotnola.com/,original,4.0,159.0,,"Soul Food, Seafood, Waffles",(504) 354-1447,"3150 Calhoun St, New Orleans, LA, 70125",https://www.yelp.com/biz/b-spot-nola-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bratz Y'all! Bistro • Bakery • Biergarten,bratzyall@gmail.com,http://www.bratzyall.com/,original,4.4,233.0,$$,"German, Bakeries, Beer Gardens",(504) 301-3222,"617 Piety St, New Orleans, LA, 70117",https://www.yelp.com/biz/bratz-yall-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cane and Table,fredo@curenola.com,http://www.caneandtablenola.com/,original,4.2,648.0,$$,"Cocktail Bars, Caribbean",(504) 581-1112,"1113 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/cane-and-table-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
LUFU NOLA,lufu.nola@yahoo.com,https://lufunola.com/,original,4.7,227.0,,"Indian, Cocktail Bars",(504) 354-1104,"301 St Charles, New Orleans, LA, 70130",https://www.yelp.com/biz/lufu-nola-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Drip Affogato Bar NOLA,you@gmail.com,http://www.dripaffogato.com/,original,4.5,605.0,$$,"Gelato, Cocktail Bars, Lounges",(504) 309-3291,"336 Camp St, New Orleans, LA, 70130",https://www.yelp.com/biz/drip-affogato-bar-nola-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Evangeline,evangeline@evangelineneworleans.com,http://evangelineneworleans.com/,original,4.2,973.0,$$,"Cajun/Creole, Cocktail Bars, Breakfast & Brunch",(504) 373-4852,"329 Decatur St, New Orleans, LA, 70130",https://www.yelp.com/biz/evangeline-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vieux Carre Pizza,ash@vieuxcarrepizza.com,http://www.vieuxcarrepizza.com/,original,4.1,631.0,$,"Pizza, Italian",(504) 529-1999,"733 St Louis St, New Orleans, LA, 70130",https://www.yelp.com/biz/vieux-carre-pizza-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Molly's Rise and Shine,kate@turkeyandthewolf.com,https://mollysriseandshine.com/,original,4.3,454.0,$$,"Breakfast & Brunch, Diners, Pizza",(504) 302-1896,"2368 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/mollys-rise-and-shine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Desi Vega's Steakhouse,dvs@desivegasteaks.com,http://www.desivegasteaks.com/,original,4.2,479.0,$$$,"Steakhouses, Seafood, Bars",(504) 523-7600,"628 Saint Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/desi-vegas-steakhouse-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Fatma's Cozy Corner,aydfatma@gmail.com,https://www.fatmascozycornernola.com/,original,4.7,193.0,$,"Bakeries, Coffee & Tea, Turkish",(504) 274-8460,"1532 Ursulines Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/fatmas-cozy-corner-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Pomelo | Thai Boutique Restaurant,aom@pomelonola.com,https://pomelonola.com/,original,4.7,222.0,$$,Thai,(504) 442-9570,"4113 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/pomelo-thai-boutique-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Marigny Brasserie,info@marignybrasserie.com,http://marignybrasserie.com/,original,3.5,773.0,$$,"Cajun/Creole, Brasseries, Bars",(504) 945-4472,"640 Frenchmen St, New Orleans, LA, 70116",https://www.yelp.com/biz/the-marigny-brasserie-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Horn's Eatery,info@hornsnola.com,http://hornsnola.com/,original,4.2,692.0,$$,"New American, Breakfast & Brunch, Cocktail Bars",(504) 459-4676,"2440 Chartres St, New Orleans, LA, 70117",https://www.yelp.com/biz/horns-eatery-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Original Fiorellas' Cafe,fiorellascafe5325@gmail.com,http://originalfiorellas.com/,original,4.5,181.0,$$,"New American, Italian, Seafood",(504) 309-0352,"5325 Franklin Ave, New Orleans, LA, 70122",https://www.yelp.com/biz/fiorellas-the-original-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Coquette,info@coquettenola.com,http://www.coquettenola.com/,original,4.3,922.0,$$$$,New American,(504) 265-0421,"2800 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/coquette-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Royal Sushi & Bar,royalsushinola@gmail.com,http://www.royalsushinola.com/,original,4.4,305.0,$$,"Sushi Bars, Ramen, Bars",(504) 827-1900,"1913 Royal St, New Orleans, LA, 70116",https://www.yelp.com/biz/royal-sushi-and-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Seaworthy,info@seaworthynola.com,http://seaworthynola.com/,original,4.0,605.0,$$,"Cocktail Bars, Seafood",(504) 930-3071,"630 Carondelet St, New Orleans, LA, 70130",https://www.yelp.com/biz/seaworthy-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cafe Degas,lhella@cafedegas.com,http://www.cafedegas.com/,original,4.0,492.0,$$$,"French, Breakfast & Brunch, Cafes",(504) 945-5635,"3127 Esplanade Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/cafe-degas-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Zee's Pizzeria,zeespizzeria@gmail.com,http://zeespizzeria.com/,original,4.7,203.0,$$,Pizza,(504) 766-6056,"3914 Baronne St, New Orleans, LA, 70115",https://www.yelp.com/biz/zee-s-pizzeria-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Clancy's Restaurant,info@clancysneworleans.com,https://www.clancysneworleans.com/,original,4.2,429.0,$$$,"Seafood, Cajun/Creole",(504) 895-1111,"6100 Annunciation St, New Orleans, LA, 70118",https://www.yelp.com/biz/clancys-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
